Resource_Name;County;Longitude;Latitude;
Stone Farmhouse;Erie;-78.85155401;42.92317184;
Hazard Sheldon House;Niagara;-79.0577667;43.09183931;
Lipe, Sherry, Farm;Tioga;-76.17028262;42.19985038;
First United Methodist Church (Chester Hill ME Church);Westchester;-73.82929078;40.91860798;
Coykendall, Samuel, Lodge;Ulster;-74.67235042;42.05379231;
George W. Johnson Park Carousel;Broome;-76.0505182;42.11125527;
Cathedral Avenue, Building at 32;Nassau;-73.64082323;40.71876648;
House at 18 Seventeenth Avenue;Nassau;-73.6469263;40.84713686;
Kenyon, Alfred B. and Isaac W.. Residences;Otsego;-75.05722452;42.57903841;
Hayes House;Albany;-74.03064345;42.69920242;
Copeland Covered Bridge;Saratoga;-74.10053026;43.22070226;
Stone Jug;Columbia;-73.89617036;42.10328275;
Lustron House Westchester Deluxe Model M02 #01310;Erie;-78.86393075;42.67812981;
Cornell Heights Historic District;Tompkins;-76.48685889;42.4552843;
Trumpbour Homestead Farm;Ulster;-73.9510537;42.14049565;
Walter, Peter D.,House;Niagara;-78.69807244;43.1715779;
United States Post Office-Bath;Steuben;-77.31858889;42.33562654;
Tuthill-Lapham House(Friendly Hall);Suffolk;-72.85106736;40.96478539;
Stuyvesant Heights Historic District (Boundary Increase);Kings;-73.93929579;40.68079172;
Leon Grange #795;Cattaraugus;-79.01663143;42.29404602;
Church of the Holy Apostles;New York;-73.99881948;40.74927934;
Hardenbergh, Isaac, House;Delaware;-74.45286295;42.33714642;
Noyes Cottage;Franklin;-74.12737664;44.32709241;
"Opus 40""""";Ulster;-74.03228615;42.05122827;
King, Martin Luther Jr., Park;Erie;-78.84053418;42.90523116;
Howland Cobblestone Store;Cayuga;-76.62108003;42.76118028;
Upper East Side Historic District (Boundary Increase and Additional Documentation);New York;-73.96427628;40.76752213;
Matinecock Friends Meeting House;Nassau;-73.59436759;40.86634085;
Pi Chapter House of Psi Upsilon Fraternity;Onondaga;-76.13111907;43.03914479;
Welch Factory Building No. 1;Chautauqua;-79.58148253;42.32662703;
Crounse, John and Henry, Farm Complex;Albany;-74.0169693;42.67641498;
Whitman, Walt, House;Suffolk;-73.41176603;40.81718355;
Ashcroft;Ontario;-76.98626347;42.85362363;
Felsthamel/Edelberg Cottage;Franklin;-74.13612185;44.32900239;
Watson, James, House;New York;-74.01367964;40.70261855;
Benton, Dr. Abner, House;Jefferson;-75.62728328;44.28981884;
Post-Williams House;Dutchess;-73.92266546;41.69802768;
Hammondsport Union Free School;Steuben;-77.22321641;42.4076258;
Chase Mills Inn;St. Lawrence;-75.08125303;44.84886817;
Radio City Music Hall;New York;-73.97928331;40.75983455;
South Main Street, House at 46;Cayuga;-76.42134581;42.70699349;
Story, W.H., House;Clinton;-73.45096797;44.70211012;
Markle, Jacob F., Stone House;Ulster;-74.21726258;41.83309655;
St. Paul's Evangelical Lutheran Church;Albany;-74.14066863;42.62622291;
Barr, Amelia, House;Orange;-74.01178869;41.42668433;
Dorrance, W.H., House;Oneida;-75.74372533;43.33645817;
Trinity Church;Rensselaer;-73.67502682;42.77468938;
Abingdon & New Abingdon Apartments;Jefferson;-75.91904412;43.97171293;
East Hill Historic District;Erie;-78.65853879;42.50890555;
Notleymere;Madison;-75.8630924;42.94784296;
Earlville Historic District;Chenango;-75.54548284;42.74035422;
Otsego County Courthouse;Otsego;-74.92912119;42.70097147;
Sloat House;Rockland;-74.19404984;41.15175173;
Woodbourne Reformed Church Complex;Sullivan;-74.59950952;41.76213788;
Mechanicville Hydroelectric Plant;Saratoga;-73.67809099;42.87719975;
Market Street Historic District;St. Lawrence;-74.98717747;44.66946917;
Blauvelt House;Rockland;-73.98712666;41.17114937;
Fulton County Jail;Fulton;-74.37062997;43.0029895;
Lemuel F. Vibber House;Otsego;-74.97340308;42.84173068;
Howland, Augustus, House;Cayuga;-76.64791131;42.75802118;
Fosdick-Masten Park High School;Erie;-78.86061155;42.90304387;
Summerfield Street Row Historic District;Queens;-73.89710699;40.69985405;
Godfrey Farmhouse;Albany;-73.73428065;42.80775129;
Grace United Methodist Church;Hamilton;-74.36585737;43.50099767;
Fish and Fur Club;Putnam;-73.94881114;41.42396846;
House at 218 Dearborn Street;Erie;-78.90180763;42.93521182;
Building at 171-177 Clinton Street;Broome;-75.92691306;42.10575238;
Point O'Woods Historic District;Suffolk;-73.12984978;40.65212804;
Pomeroy Cottage;Franklin;-74.13220763;44.33349714;
Hopewell Junction Depot;Dutchess;-73.8069104;41.58508703;
Wheeler, George and Addison, House, Boundary Increase and Additional Documentation;Ontario;-77.37310785;42.85944991;
St. Joseph's Seminary;Sullivan;-75.05766298;41.77005082;
Mount Kisco Municipal Complex;Westchester;-73.72728102;41.20648539;
Southold Historic District;Suffolk;-72.43310391;41.06152394;
Central Troy Historic District (Boundary Expansion);Rensselaer;-73.69011808;42.7270724;
Peck Memorial Library;Cortland;-76.03313906;42.44101545;
Cathedral of the Immaculate Conception;Albany;-73.75986332;42.64764351;
Denniston-Steidle House;Orange;-74.1077715;41.46148736;
Park Row Building;New York;-74.00779191;40.71118364;
Gideon Putnam Burying Ground;Saratoga;-73.79094203;43.07872799;
Staten Island Lighthouse;Richmond;-74.14126177;40.57611067;
North, Benjamin D., House;Otsego;-74.83521318;42.70345479;
Buffalo and Erie County Historical Society;Erie;-78.87625714;42.93538369;
Murphy Mill;Dutchess;-73.70038072;41.61097655;
Moravia Union Cemetery;Cayuga;-76.41734541;42.70195696;
Schinasi House;New York;-73.96923024;40.80298843;
Louis Will Residence;Onondaga;-76.14680227;43.05777566;
Jordan Village Historic District;Onondaga;-76.47461626;43.0670089;
Dale Cemetery;Westchester;-73.85551;41.1728298;
Chichester House;Ulster;-74.01472352;41.92855089;
International Mercantile Marine Company Building (U.S. Lines);New York;-74.01445383;40.70495848;
Gifford Farmstead;Rensselaer;-73.48639746;42.87588253;
Manlius Village Historic District;Onondaga;-75.97485508;43.00299661;
Brook Chapel;Rockland;-74.17411081;41.12404888;
Knox Mansion;Fulton;-74.37447037;42.9983878;
Cypress Avenue West Historic District;Kings;-73.9132275;40.70421154;
Clinton Avenue Historic District;Albany;-73.76025561;42.66027727;
Bridge Street Historic District;Orange;-74.23932999;41.527972;
Lipe Rollway Building J;Onondaga;-76.17301365;43.04582899;
Waits Methodist Episcopal Church;Tioga;-76.26971815;42.00756093;
University of Rochester - Todd Union;Monroe;-77.63178185;43.12825894;
DUMBO Industrial District;Kings;-73.98772052;40.703245;
Morrisville Engine House;Madison;-75.64208156;42.89885892;
Chadwick Farmhouse;Schenectady;-74.17009295;42.73899779;
Pupin Physics Laboratories, Columbia University;New York;-73.96143088;40.81001016;
Albany Street Historic District;Madison;-75.85507152;42.92970089;
Hotchkiss, Jedediah, House;Broome;-75.63191602;42.07102208;
Chase/Hubbard/Williams House;Niagara;-78.68441864;43.16411444;
K. WHITTELSEY (Tugboat);Ulster;-73.96962547;41.92248624;
Fillmore, Millard, House;Erie;-78.62217602;42.76890201;
United States Post Office-Scotia Station;Schenectady;-73.9661901;42.82758116;
Greenport Village Historic District;Suffolk;-72.3611369;41.10666105;
West, George, Residence;Saratoga;-73.92796033;43.06692956;
Chapin Memorial Church;Otsego;-75.06116983;42.45593368;
Menand, Louis, House;Albany;-73.72261277;42.70297606;
Hilton Avenue, Building at 43;Nassau;-73.63706003;40.72212298;
Comstock, Zephinia Farmhouse;Madison;-75.83848327;42.92517786;
Prattsburgh Commercial Historic District;Steuben;-77.28954472;42.52269897;
Mount Beacon Incline Railway and Power House;Dutchess;-73.95630675;41.49110574;
Binghamton City Hall;Broome;-75.9119339;42.09801687;
Poehlman Residence;Onondaga;-76.11004076;43.04362787;
Martin-Fitch House and Asa Fitch, Jr. Laboratory;Washington;-73.38000755;43.15137743;
Wood Road Metal Truss Bridge;Steuben;-77.21692336;42.25250315;
Hunter-Oliphant Block;Oswego;-76.51036301;43.45564374;
Bronx County Courthouse;Bronx;-73.92379793;40.82630018;
West Hill School;Montgomery;-74.57338476;42.90478371;
United States Post Office-Garden City;Nassau;-73.63392332;40.72382063;
Dutchess Manor;Dutchess;-73.9820917;41.46054504;
Wollensak Optical Company Building;Monroe;-77.5988863;43.18102331;
Central Troy Historic District;Rensselaer;-73.69149497;42.72859138;
Royce, J. B., House and Farm Complex;Tioga;-76.17937601;42.32775469;
West Strand Historic District;Ulster;-73.98331082;41.91799902;
Bruynswyck School No. 8;Ulster;-74.22601043;41.65961918;
Second Baptist Church of Wayne;Schuyler;-77.10265596;42.47137208;
Talichito;Essex;-73.74158491;43.8356961;
Woodbine-Palmetto-Gates Historic District;Queens;-73.90415514;40.70673075;
Halford-Hayner Farmstead;Rensselaer;-73.58974118;42.80510323;
Church of St. Lawrence;Jefferson;-75.92124491;44.33646763;
Snells Bush Church and Cemetery;Herkimer;-74.77326037;43.03801675;
Hall, Frank A., House;Chautauqua;-79.57780711;42.32534483;
Ninth Street, Building at 93;Nassau;-73.64095954;40.72726596;
Kismet Temple;Kings;-73.95028648;40.67933658;
Elmwood;Nassau;-73.49537814;40.8665573;
St. William's Catholic Church;Hamilton;-74.63139362;43.82610993;
Calvary Presbyterian Church;Richmond;-74.11268493;40.63506268;
United States Post Office-Long Beach;Nassau;-73.66077241;40.58894245;
Music Hall;Albany;-73.70173695;42.77566841;
Tilden, Governor Samuel J., Monument;Columbia;-73.38564067;42.47496051;
Chamber of Commerce Building;New York;-74.00965918;40.70899856;
Chester Valentine House;Franklin;-74.14019181;44.32275579;
Spear & Company Factory;Queens;-73.84304378;40.68872319;
Witherspoon Cottage;Franklin;-74.12895253;44.32011532;
Gansevoort-Bellamy Historic District;Oneida;-75.45559865;43.21285611;
Arden (E.H. Harriman Estate);Orange;-74.11865814;41.29761926;
Houghtaling, Teunis, House;Albany;-73.97576151;42.5640543;
Moore Road Stone Arch Bridge;Greene;-74.17192428;42.35301288;
Quogue Cemetery;Suffolk;-72.60491861;40.81702158;
Bellevue Country Club;Onondaga;-76.1894028;43.0231984;
United States Post Office-Oneida;Madison;-75.65287397;43.09418177;
USS THE SULLIVANS (DD-537);Erie;-78.88045875;42.87760418;
Lewis House;Jefferson;-76.33821394;44.12907205;
Brown, James, House;New York;-74.00949521;40.72585357;
Rockland Silk Mill;Steuben;-77.66717007;42.32941025;
United Office Building;Niagara;-79.06188769;43.0853689;
Alfred Renshaw House;Albany;-73.74998612;42.72383223;
Brookside;Rockland;-73.9182146;41.10564535;
United States Post OFfice-Gouverneur;St. Lawrence;-75.46575297;44.3349789;
Blake, John, House;Orange;-74.20897276;41.49287166;
Everett-Bradner House;Orange;-74.3258095;41.38966948;
59th Street-Columbus Circle Subway Station (IRT);New York;-73.98193185;40.76847208;
Austin, William, House;Tompkins;-76.6664344;42.54443161;
New York State Armory;St. Lawrence;-75.49268879;44.69068762;
Staten Island Borough Hall and Richmond County Courthouse;Richmond;-74.0761632;40.64268019;
Harvard Club of New York City;New York;-73.98116228;40.75570736;
Hillside Methodist Church;Dutchess;-73.91093969;41.88511512;
Lake View Cemetery;Onondaga;-76.44055739;42.94277077;
West Endicott Park Carousel;Broome;-76.07428166;42.09812476;
Methodist Episcopal Church;Jefferson;-75.97629038;44.26197544;
East Main--Mechanic Streets Historic District;Erie;-78.66594774;42.50859019;
Belhurst Castle;Ontario;-76.97622655;42.838884;
Peru Community Church;Clinton;-73.52813973;44.57849616;
Free Church;Delaware;-74.68951713;42.47326225;
Donnell, Harry E., House;Suffolk;-73.3888438;40.93432593;
73 Grove Street, House at;Nassau;-73.66715226;40.66315325;
Bowne, John, House;Queens;-73.82481068;40.76285675;
Montauk Point Lighthouse;Suffolk;-71.85719099;41.07109739;
Dollar Island Camp;Hamilton;-74.80581084;43.76056017;
Warren E. Eaton Motorless Flight Facility;Chemung;-76.90208255;42.12028669;
Captain Joseph Allen House;Greene;-73.88076378;42.2337598;
Van Wyck-Lefferts Tide Mill;Suffolk;-73.44452726;40.90014936;
Bridge L-158;Westchester;-73.68268691;41.29642165;
Saratoga Spa State Park District;Saratoga;-73.79818155;43.05539105;
House at 120 Balcom Road;Otsego;-75.0809516;42.63669847;
Forest Lawn Cemetery;Erie;-78.86142113;42.92718466;
Taylor-Corwin House;Orange;-74.30256872;41.60915165;
Storm, Stephen, House;Columbia;-73.71399686;42.22670094;
Hudson Historic District;Columbia;-73.78972345;42.25078935;
Herkimer House;Herkimer;-74.81556195;43.02676797;
Montgomery-Grand-Liberty Streets Historic District;Orange;-74.00918791;41.50678705;
New York Executive Mansion;Albany;-73.76122421;42.64657064;
Hornell Armory;Steuben;-77.66163536;42.33186467;
Crossover Island Lighthouse;St. Lawrence;-75.77849663;44.49679593;
George Washington Carver Community Center;Schenectady;-73.93752564;42.80227625;
East 58th Street, Houses at 311 and 313;New York;-73.96411049;40.7599486;
Poor, Henry Varnum, House;Rockland;-74.01618254;41.18189815;
Neher-Elsifer-Losee House;Dutchess;-73.89161945;41.95875847;
216-264 Ovington Avenue, Houses at;Kings;-74.02773205;40.63496892;
Minerva and Daniel DeLand House;Monroe;-77.4425211;43.10813152;
Church of the Holy Innocents;Kings;-73.96267224;40.64449053;
Stafford Village Four Corners Historic District;Genesee;-78.07383337;42.98119576;
The Hedges;Hamilton;-74.45282902;43.85480619;
Smith Estate - Longwood;Suffolk;-72.90600175;40.86814691;
Society of Friends Hall;Warren;-73.64393895;43.31643006;
Harmanus Bleecker Library;Albany;-73.76162709;42.65537193;
East Roberts Hall;Tompkins;-76.47794185;42.44823718;
Sarbanes Cottage;Franklin;-74.12741226;44.33105814;
Camp Olmsted;Orange;-74.00482129;41.43822821;
Colden Family Cemetery;Orange;-74.14545346;41.52151415;
Union Meeting House;Jefferson;-76.24129306;44.17201577;
Dill Farm;Ulster;-74.26214349;41.64358926;
Brownville Hotel;Jefferson;-75.98411771;44.00261735;
Wilson, Milton, House;Yates;-77.22912606;42.76083289;
Whitney Museum of American Art;New York;-73.96383628;40.77341627;
Temple Beth El;Steuben;-77.66000168;42.32758054;
Gray-Jewett House;Montgomery;-74.19979472;42.93360389;
Cherry Valley Historic District;Otsego;-74.75106957;42.79757583;
C. Fred Johnson Park Carousel;Broome;-75.9500593;42.11752088;
Poughkeepsie Savings Bank;Dutchess;-73.92861946;41.70336026;
Deferriere Homestead;Madison;-75.69390442;43.07394422;
House at 112 Sea Cliff Avenue;Nassau;-73.640446;40.84976626;
Freer House;Dutchess;-73.90999523;41.67973797;
Old House, The;Suffolk;-72.48562904;41.00844765;
The Great Atlantic & Pacific Tea Company Warehouse;Erie;-78.85535022;42.87798373;
New Hope Mills;Cayuga;-76.34664683;42.7992;
Lorillard Snuff Mill;Bronx;-73.87658329;40.85993963;
Peachcroft;Orange;-74.21516761;41.54443448;
Wilson, Aaron, House;Seneca;-76.8323572;42.646557;
Unadilla Water Works;Otsego;-75.31643048;42.34098684;
Queensbury Hotel;Warren;-73.64423715;43.31230064;
Densmore Methodist Church of the Thousand Islands;Jefferson;-75.95371648;44.32211749;
Morrill Hall, Cornell University;Tompkins;-76.48530005;42.44865234;
Lent Homestead and Cemetery;Queens;-73.89217692;40.77328951;
Williamsburgh Savings Bank;Kings;-73.96266291;40.71031374;
Osburn House;Greene;-74.15405204;42.41199572;
Centre Presbyterian Church;Greene;-74.25221875;42.30685307;
Ockers, Jacob, House;Suffolk;-73.12256185;40.73951496;
Al Held Home and Studio;Ulster;-74.26610739;42.01746599;
Ward's Point Conservation Area;Richmond;-74.25191171;40.5012689;
Fonda House;Albany;-73.72687662;42.76940518;
Billou-Stillwell-Perine House;Richmond;-74.09992156;40.59331657;
Newcomb-Brown Estate;Dutchess;-73.78383591;41.75818081;
St. John's Episcopal Church;Livingston;-77.87625717;42.72483182;
Manhattan Ave. W. 120th-123rd Streets Historic District;New York;-73.95471;40.80893287;
Solvay Public Library;Onondaga;-76.20705964;43.05769966;
Lower Genesee Street Historic District;Oneida;-75.22765486;43.10429415;
Quaker Lane Farms;Dutchess;-73.86333637;41.81043367;
Church of St. Andrew (Episcopal);Richmond;-74.14740152;40.57278432;
Old Albany Post Road;Putnam;-73.90378604;41.38400461;
Tower Homestead and Masonic Temple;Oneida;-75.38278549;42.93136622;
St. Alban's Episcopal Church;Richmond;-74.1605174;40.54388579;
Haviland's, Widow, Tavern;Westchester;-73.68440292;40.98191934;
Tibbetts-Rumsey House;Tompkins;-76.50222924;42.4397443;
Phipps, John S., Estate (Old Westbury Gardens);Nassau;-73.59540176;40.77354182;
109 Albany Avenue;Ulster;-74.01078933;41.93331828;
United States Post Office-Wellsville;Allegany;-77.94860575;42.12338698;
Roscoe Presbyterian Church and Westfield Flats Cemetery;Sullivan;-74.91223926;41.93211385;
Amos Block;Onondaga;-76.15435847;43.05074184;
United States Post Office-Catskill;Greene;-73.86372004;42.21583275;
United States Post Office-Oxford;Chenango;-75.59893549;42.44245004;
Van Alen, Johannis L., Farm;Columbia;-73.74204733;42.43698028;
Union Temple of Brooklyn;Kings;-73.96805774;40.67340613;
LILAC (United States Lighthouse Tender);New York;-74.01206259;40.73058575;
Camp Topridge;Franklin;-74.301406;44.42075009;
Yale-Cady Octagon House & Yale Lock Factory Site;Herkimer;-75.01820821;43.19149099;
St. John the Baptist R. C. Church and Rectory;Clinton;-73.4543998;44.69564171;
Onondaga Highlands-Swaneola Heights Historic District;Onondaga;-76.16742056;43.03069674;
Little House;Rockland;-73.91230258;41.01192845;
Building at 1920 Park St;Onondaga;-76.1650238;43.07151517;
McCarthy Building;Rensselaer;-73.69178277;42.73199429;
Pine Hollow Cemetery;Nassau;-73.53652856;40.86007221;
Cuyler Presbyterian Church;Kings;-73.98651609;40.68654669;
Miller, Johannes, House;Orange;-74.25290366;41.51242146;
Kripplebush Historic District;Ulster;-74.19106107;41.83964403;
Montauk Association Historic District;Suffolk;-71.90534177;41.04352902;
Saint Peter's Episcopal Church;Ontario;-77.42388407;42.90033205;
Polvino Building;Monroe;-77.58939116;43.16868436;
New York School of Applied Design;New York;-73.98172345;40.7441011;
Kellerman Log Cabin;Livingston;-77.67463574;42.72660292;
Gildersleeve, Andrew, Octagonal Building;Suffolk;-72.53408302;40.99165232;
Ward, William E., House;Westchester;-73.66719947;41.02616729;
The Miller Block;Chemung;-76.80528323;42.08252082;
